Narrative,Regrets over past decision/s,Concerned about the meaning of life,Being lonely,Inability to express oneself,Fear of rejection,Trouble making decisions,Physical appearance,Not seeing people,Troubling thoughts about ones future,Not enough personal energy,Concerns about getting ahead,Fear of confrontation,Wasting time
"Today was one of those days where I just couldn't find enough personal energy to get through my classes. Dragging my tired self out of bed in the morning felt like a Herculean task. As the day wore on, I struggled to stay focused and engaged, my mind wandering off every now and then. Despite my best efforts, I found myself fighting off yawns and battling the urge to take a quick nap. It's frustrating when your body refuses to cooperate, but I'll push through and hope for a better, more energetic day tomorrow.",0,0,0,0,0,0,0,0,0,1,0,0,0
"As an undergraduate student at DLSU, my day is filled with concerns about getting ahead. From the moment I wake up, thoughts about assignments, exams, and projects occupy my mind. Rushing to catch the MRT, I worry about the competition for internships and future job prospects. Juggling multiple responsibilities, I constantly strive to excel academically while maintaining a social life. Despite these daily hassles, I remind myself that these challenges are what push me to grow and succeed in my journey as a student at DLSU.",0,0,0,0,0,0,0,0,0,0,1,0,0
"Today was just another day filled with concerns about getting ahead. As an undergraduate student from DLSU, the pressure to excel is always looming. From the moment I woke up, thoughts about assignments, exams, and projects flooded my mind. Racing against time became my routine, constantly striving to stay ahead of the game. Although it can be overwhelming, this daily hassle pushes me to work harder, grow as an individual, and embrace the challenges that come with pursuing higher education.",0,0,0,0,0,0,0,0,0,0,1,0,0
"Today was quite a hassle. As an undergraduate student from DLSU, concerns about getting ahead were constantly on my mind. From the moment I woke up, I worried about staying on top of my assignments and maintaining a competitive edge. Juggling multiple tasks throughout the day only added to the pressure. Despite the challenges, I pushed through, reminding myself that hard work and determination would pave the way for success. It may be tough, but I'm determined to overcome these daily hassles and thrive in my academic journey.",0,0,0,0,0,0,0,0,0,0,1,0,0
"Today was a typical day at DLSU, filled with concerns about getting ahead. As an undergraduate student, the pressure to excel in academics, participate in extracurricular activities, and secure internships loomed over me. Rushing from one class to another, I couldn't help but worry about the competitive job market and the need to stand out. It's a constant struggle, but I remind myself to embrace the challenges, stay focused, and make the most out of every opportunity that comes my way.",0,0,0,0,0,0,0,0,0,0,1,0,0
"Today was a typical day at DLSU, filled with concerns about getting ahead. As an undergraduate student, the pressure to excel academically is always on my mind. From worrying about upcoming exams to constantly comparing myself to my peers, the desire to stay ahead can be overwhelming. However, amidst these daily hassles, I remind myself that learning is a journey, and it's important to focus on personal growth rather than getting ahead of others.",0,0,0,0,0,0,0,0,0,0,1,0,0
"Today was another busy day at DLSU. As an undergraduate student, concerns about getting ahead constantly weighed on my mind. Balancing assignments, exams, and extracurricular activities seemed like an uphill battle. The pressure to excel and secure a bright future was ever-present. Despite the daily hassles, I remained determined to push through and make the most out of my college experience. With a positive mindset and unwavering commitment, I faced these concerns head-on, believing that hard work and perseverance would eventually pay off.",0,0,0,0,0,0,0,0,0,0,1,0,0
"Today was just like any other day at DLSU. As an undergraduate student, concerns about getting ahead are always on my mind. The constant pressure to excel academically, secure internships, and join extracurricular activities can be overwhelming. But I remind myself that every step I take brings me closer to my goals, and that perseverance is key. So, I tackle each day with determination, knowing that these daily hassles are just temporary challenges on my path to success.",0,0,0,0,0,0,0,0,0,0,1,0,0
"As an undergraduate student from DLSU, my day is filled with concerns about getting ahead. Every morning, I wake up with the nagging worry of falling behind my peers. The pressure to excel academically and secure internships or research opportunities weighs heavily on my mind. I constantly find myself juggling multiple assignments, attending meetings, and pushing myself to surpass expectations. It can be exhausting at times, but I remind myself that these challenges will ultimately shape me into a better, more resilient individual.",0,0,0,0,0,0,0,0,0,0,1,0,0
"Today was a typical day filled with concerns about getting ahead. As an undergraduate student at DLSU, the pressure to excel is always looming. I woke up early, eager to start my day, but couldn't help but worry about my upcoming exams and assignments. Throughout the day, thoughts of competition and the constant need to prove myself kept creeping into my mind. It's a daily hassle that often leaves me feeling overwhelmed, but I know that with determination and hard work, I can stay on track and strive for success.",0,0,0,0,0,0,0,0,0,0,1,0,0
"As an undergraduate student from DLSU, my day is often filled with concerns about getting ahead. From the moment I wake up, thoughts of upcoming exams and assignments consume my mind. The race to succeed and stand out in a highly competitive environment is ever-present. It's a constant battle to balance academics, extracurricular activities, and personal life. However, amidst the daily hassles, I remind myself that these challenges are opportunities for growth and development. I strive to stay focused, work hard, and embrace the journey towards achieving my goals.",0,0,0,0,0,0,0,0,0,0,1,0,0
"As a DLSU undergraduate, my day is often filled with concerns about getting ahead. The constant pressure to excel in academics, secure internships, and build a promising future can be overwhelming. Waking up early, attending back-to-back classes, and trying to retain an ocean of information becomes a daily struggle. However, amidst the chaos, I find solace in knowing that every challenge I face is a stepping stone towards achieving my goals. And with determination and perseverance, I am confident that I can tackle any obstacle that comes my way.",0,0,0,0,0,0,0,0,0,0,1,0,0
"Today has been a whirlwind of concerns about getting ahead. As an undergraduate student at DLSU, the pressure to excel is constantly looming over me. From juggling assignments, preparing for exams, and maintaining a decent GPA, it feels like a never-ending battle. I find myself constantly questioning if I am doing enough to secure a bright future. The fear of falling behind keeps me on my toes, pushing me to strive for academic success. Despite the daily hassles, I am determined to overcome these challenges and forge my path towards success.",0,0,0,0,0,0,0,0,0,0,1,0,0
"Today was just another hectic day at DLSU. As an undergraduate student, concerns about getting ahead constantly occupy my mind. From rushing to submit assignments to juggling multiple exams, it feels like a never-ending race. Amidst the chaos, I remind myself to stay focused and determined. Although it may be challenging, I know that these daily hassles are merely stepping stones towards achieving my goals and securing a brighter future. So, I take a deep breath, put on my game face, and embrace the grind, knowing that it will all be worth it in the end.",0,0,0,0,0,0,0,0,0,0,1,0,0
"As an undergraduate student at DLSU, my day is often filled with concerns about getting ahead. From the moment I wake up, the pressure to excel in academic pursuits looms over me. Whether it's worrying about upcoming exams, striving to maintain a high GPA, or constantly comparing myself to my peers, the pursuit of success can be overwhelming. Despite these daily hassles, I remind myself to focus on personal growth and enjoy the journey rather than just the destination.",0,0,0,0,0,0,0,0,0,0,1,0,0
"Today has been quite a whirlwind. As an undergraduate student at DLSU, concerns about getting ahead constantly consume my thoughts. From the moment I woke up, I found myself fretting about upcoming exams, assignments, and the pressure to excel in my chosen field. It's overwhelming, but I remind myself to take one step at a time. Despite the daily hassles, I try to stay focused and motivated, embracing the challenges that come my way.",0,0,0,0,0,0,0,0,0,0,1,0,0
"As an undergraduate student from DLSU, my day is often filled with concerns about getting ahead. From the moment I wake up, thoughts about studying, assignments, and exams flood my mind. The pressure to excel and secure a bright future can be overwhelming. However, amidst these daily hassles, I remind myself to take one step at a time, focusing on the present moment. I prioritize my tasks, seek support from friends, and practice self-care to maintain balance in my academic journey. Despite the challenges, I am determined to persevere and make the most out of my time at DLSU.",0,0,0,0,0,0,0,0,0,0,1,0,0
"Today was a typical day at DLSU, filled with concerns about getting ahead. As an undergraduate student, I constantly worry about keeping up with the workload, meeting deadlines, and staying competitive. The pressure to excel in academics and extracurricular activities can be overwhelming, causing stress and anxiety. However, I remind myself that these challenges are part of the journey towards personal and intellectual growth. Despite the daily hassles, I find solace in knowing that every hurdle I overcome brings me one step closer to achieving my goals.",0,0,0,0,0,0,0,0,0,0,1,0,0
"Today was another busy day as an undergraduate student at DLSU. As I rushed from one class to another, concerns about getting ahead constantly occupied my mind. Will I be able to stay on top of my assignments? Can I compete with my peers? These worries weighed heavily on me, making it difficult to fully enjoy the present moment. However, I reminded myself to take things one step at a time and trust in my abilities. Despite the daily hassles, I knew that as long as I gave my best effort, success would follow.",0,0,0,0,0,0,0,0,0,0,1,0,0
"As an undergraduate student from DLSU, my day is often filled with concerns about getting ahead. From the moment I wake up, the pressure to excel and stay competitive looms over me. Whether it's worrying about upcoming exams or struggling to keep up with the fast-paced lectures, the constant desire to stay ahead is a never-ending battle. But amidst all the stress, I remind myself that these challenges are what shape me into a resilient and determined individual, ready to face the real world head-on.",0,0,0,0,0,0,0,0,0,0,1,0,0
"Today was another busy day filled with concerns about getting ahead. As an undergraduate student at DLSU, the pressure to excel is always present. I found myself constantly worrying about my grades, internships, and future career prospects. It's a constant battle to stay on top of assignments, projects, and exams while trying to make time for extracurricular activities and personal growth. Despite the daily hassles, I remind myself that these concerns are necessary for personal and academic development, and that hard work will eventually pay off.",0,0,0,0,0,0,0,0,0,0,1,0,0
"Today was another busy day as an undergraduate student at DLSU. I woke up with concerns about getting ahead in my classes. The pressure to perform well and stay on top of my assignments weighed heavily on my mind. However, I reminded myself to take it one step at a time and focus on the tasks at hand. Despite the daily hassles, I am determined to make the most out of my time here and keep pushing forward towards my academic goals.",0,0,0,0,0,0,0,0,0,0,1,0,0
"As an undergraduate student at DLSU, my day is often filled with concerns about getting ahead. From the moment I wake up, thoughts about assignments, exams, and future career plans consume my mind. The pressure to stay competitive and excel in my studies can be overwhelming at times. However, I remind myself that these concerns are just a part of the journey towards success. I take a deep breath, focus on one task at a time, and trust that my hard work will pay off in the end.",0,0,0,0,0,0,0,0,0,0,1,0,0
"Today was just another day filled with concerns about getting ahead. As an undergraduate student at DLSU, the pressure to excel is constantly looming over me. From the moment I woke up, thoughts of internships, research opportunities, and post-graduation plans consumed my mind. It's a never-ending race to secure a successful future, and sometimes it feels overwhelming. But amidst all the worries, I remind myself to take a deep breath and focus on one step at a time. After all, Rome wasn't built in a day, and neither will my future.",0,0,0,0,0,0,0,0,0,0,1,0,0
"Today was a typical day as an undergraduate student at DLSU. As I woke up, concerns about getting ahead immediately flooded my mind. I pondered on how to excel academically, secure internships, and build a strong network. Throughout the day, I juggled attending classes, studying for quizzes, and researching potential opportunities. Despite the constant worries, I reminded myself to stay focused and motivated. After all, these concerns were just part of the journey towards a successful future.",0,0,0,0,0,0,0,0,0,0,1,0,0
"Today was another busy day at DLSU. As an undergraduate student, concerns about getting ahead constantly hover in my mind. From the moment I woke up, I worried about completing my assignments, preparing for upcoming exams, and finding ways to stand out among my peers. It feels like a never-ending race, but I remind myself to stay focused and determined. Despite these daily hassles, I know that each challenge I overcome brings me one step closer to achieving my goals.",0,0,0,0,0,0,0,0,0,0,1,0,0
"Today was a typical day at DLSU, filled with concerns about getting ahead. The pressure to excel in academics and secure a promising future constantly looms over us. As an undergraduate student, I find myself constantly worrying about internships, networking, and maintaining a competitive GPA. It's easy to get lost in the hustle and forget to enjoy the journey. However, I remind myself that success is not solely measured by academic achievements, but also by personal growth and experiences. So, amidst the daily hassles, I strive to find a balance and make the most out of my time at DLSU.",0,0,0,0,0,0,0,0,0,0,1,0,0
"As an undergraduate student from DLSU, my day is filled with concerns about getting ahead. From the moment I wake up, I worry about staying on top of my assignments, studying for exams, and managing my time effectively. The pressure to excel and secure a bright future is always at the back of my mind. It's a constant hustle to balance academics, extracurricular activities, and personal life. However, despite the daily hassles, I find solace in knowing that I am preparing myself for success and growth in the long run.",0,0,0,0,0,0,0,0,0,0,1,0,0
"As an undergraduate student at DLSU, my day is filled with concerns about getting ahead. From the moment I wake up, I am constantly reminded of the fierce competition and the need to excel in my studies. Whether it's rushing to finish assignments, preparing for exams, or trying to secure internships, there's always this underlying pressure to stay ahead of the game. It's a daily hassle that keeps me on my toes, but it also serves as a motivation to push myself harder and strive for success.",0,0,0,0,0,0,0,0,0,0,1,0,0
"Today was a typical day at DLSU, filled with concerns about getting ahead. I woke up anxious, thinking about my upcoming exams and the need to maintain a high GPA. As I rushed to class, I worried about the competition among my peers and the pressure to stand out. Throughout the day, I couldn't shake off the constant worry of falling behind. Despite these daily hassles, I reminded myself to stay focused and determined, knowing that hard work and perseverance would eventually pay off.",0,0,0,0,0,0,0,0,0,0,1,0,0
"Today was just another day filled with concerns about getting ahead. As an undergraduate student at DLSU, the pressure to excel is always on my mind. From the moment I woke up, thoughts of assignments, exams, and future career prospects consumed me. Racing against time, I rushed to classes, eagerly absorbing knowledge, hoping it would give me an edge. Amidst the chaos, I found solace in the support of my peers and the guidance of my professors. Despite the daily hassles, I remain determined to make the most of my education and forge a successful path ahead.",0,0,0,0,0,0,0,0,0,0,1,0,0
"Today was a typical day at DLSU, filled with classes, assignments, and the usual daily hassles. However, the fear of confrontation was constantly lurking in the back of my mind. Whether it was speaking up in class discussions or expressing my opinions in group projects, the fear of being judged or criticized held me back. It was frustrating, as I knew I had valid ideas to contribute but struggled to find the confidence to voice them. Nonetheless, I reminded myself to push through this fear, gradually taking small steps towards overcoming it.",0,0,0,0,0,0,0,0,0,0,0,1,0
"Today was a typical day at DLSU, filled with the usual hustle and bustle. However, one thing that always gets to me is my fear of confrontation. Whether it's speaking up in class or expressing my opinions, I find myself constantly hesitating. It's frustrating to constantly hold back, but I'm determined to overcome this obstacle and gain the confidence to confront my fears head-on.",0,0,0,0,0,0,0,0,0,0,0,1,0
"Today was quite an eventful day at DLSU. I woke up feeling anxious about attending a group meeting, fearing potential confrontation regarding our project's direction. As the meeting approached, I tried to gather courage and speak up confidently. Surprisingly, my teammates were understanding and open to my suggestions. Overcoming my fear of confrontation turned out to be a liberating experience, reminding me that it's essential to voice my opinions and concerns rather than letting fear hold me back.",0,0,0,0,0,0,0,0,0,0,0,1,0
"Today was a rollercoaster of emotions. As an undergraduate student at DLSU, my day started off with the usual hustle and bustle. However, a constant fear of confrontation loomed over me. During class discussions, I hesitated to voice my opinions, fearing judgment or disagreement. This fear constrained my growth and hindered meaningful interactions. Nevertheless, I reminded myself that growth requires stepping out of my comfort zone. With determination, I challenged myself to overcome this fear, slowly but surely.",0,0,0,0,0,0,0,0,0,0,0,1,0
"Today was a typical day at DLSU, filled with the usual hustle and bustle. However, my fear of confrontation made things a bit challenging. During a group project meeting, I had reservations about a teammate's idea but hesitated to voice my concerns. Later, I found myself stuck in the cafeteria line behind a person cutting in, but I couldn't muster the courage to speak up. Despite these daily hassles, I realized that overcoming my fear of confrontation is essential for personal growth and effective communication.",0,0,0,0,0,0,0,0,0,0,0,1,0
"Today was a typical day at DLSU, filled with classes and campus activities. However, one daily hassle that always weighs on my mind is the fear of confrontation. I find it difficult to speak up in class discussions or approach professors with my concerns. It's a constant battle to overcome this fear and find my voice. But despite the challenges, I am determined to push myself out of my comfort zone and grow as a student and individual.",0,0,0,0,0,0,0,0,0,0,0,1,0
"Today was a typical day at DLSU, filled with the usual hustle and bustle. As I made my way through the crowded hallways, I couldn't help but feel a sense of unease. The fear of confrontation loomed over me, making me hesitant to voice my opinions or stand up for myself. It's a constant struggle, navigating through the sea of different personalities, but I remind myself that growth comes from facing these fears head-on. So, today, I took a small step towards overcoming my fear and spoke up during a group discussion. It may seem insignificant, but it's progress, and that's what matters.",0,0,0,0,0,0,0,0,0,0,0,1,0
"Today was quite a hectic day at DLSU. As an undergraduate student, I encountered various daily hassles, one of which was the fear of confrontation. During a group project discussion, I disagreed with a classmate's idea but hesitated to voice my opinion, fearing conflict. However, I realized that communication is crucial, so I mustered the courage to respectfully express my thoughts. To my surprise, my classmates appreciated my input, and we reached a better solution together. Overcoming my fear of confrontation turned out to be a valuable lesson in effective teamwork.",0,0,0,0,0,0,0,0,0,0,0,1,0
"Today was a rollercoaster of emotions. I woke up late, rushing to make it to my morning class on time. As I entered the lecture hall, I realized I forgot to print my assignment - another hassle. During lunch, I accidentally spilled coffee on my white shirt, adding to my frustration. And to top it off, I found out that our group presentation was scheduled for today, and I hadn't prepared a single slide. Fear of confrontation overwhelmed me, but I gathered my courage, apologized to my groupmates, and promised to make it up to them. It wasn't the perfect day, but I learned that sometimes, facing our fears head-on leads to unexpected growth.",0,0,0,0,0,0,0,0,0,0,0,1,0
"Today was quite a hectic day at DLSU. I woke up late, rushing to get ready and reach my morning class. On my way, I accidentally bumped into a classmate, but my fear of confrontation prevented me from apologizing. Throughout the day, this fear continued to haunt me, making it difficult to express my opinions in discussions. Despite these daily hassles, I managed to navigate through the day, hoping to overcome my fear and grow as an individual.",0,0,0,0,0,0,0,0,0,0,0,1,0
"Today was quite a challenging day for me at DLSU. As an undergraduate student, one of my daily hassles is the fear of confrontation. In class, I had a disagreement with a classmate over a group project, but instead of addressing it directly, I found myself avoiding the confrontation altogether. This fear of conflict often leaves me feeling frustrated and unresolved. It's something I need to work on, as it hinders my ability to communicate effectively and resolve issues promptly.",0,0,0,0,0,0,0,0,0,0,0,1,0
"Today was a typical day at DLSU, filled with the usual hustle and bustle. However, one thing that always gives me a slight sense of anxiety is the fear of confrontation. Whether it's speaking up in class discussions or addressing an issue with a groupmate, I find myself hesitating. It's a constant battle between wanting to voice my thoughts and avoiding any potential conflicts. Despite this daily hassle, I try my best to push through and remind myself that growth often comes from stepping out of my comfort zone.",0,0,0,0,0,0,0,0,0,0,0,1,0
"Today was quite eventful at DLSU! As an undergrad, I encountered several daily hassles, one being the fear of confrontation. During a group project meeting, differing opinions arose, and I felt anxious about expressing my ideas, fearing a potential conflict. However, I gathered courage and respectfully shared my thoughts, realizing that healthy discussions lead to better outcomes. Overcoming this fear not only enriched my learning experience but also helped me grow personally.",0,0,0,0,0,0,0,0,0,0,0,1,0
"Today was quite a rollercoaster ride. I woke up feeling anxious, knowing I had to confront my roommate about their loud late-night activities. The fear of confrontation gnawed at me all day, making it difficult to concentrate on my studies. Finally, after mustering up some courage, I addressed the issue politely. To my surprise, my roommate was understanding and promised to be more considerate. The weight lifted off my shoulders, and I realized that sometimes, facing our fears can lead to positive outcomes.",0,0,0,0,0,0,0,0,0,0,0,1,0
"Today was a typical day at DLSU, filled with the usual hustle and bustle. However, I couldn't shake off my fear of confrontation. As I walked through the crowded hallways, I found myself avoiding eye contact and taking detours to avoid potential conflicts. It weighed heavily on my mind, making me second-guess my every move. Although it was exhausting, I reminded myself that growth comes from stepping out of our comfort zones. I vowed to overcome this fear, one small confrontation at a time.",0,0,0,0,0,0,0,0,0,0,0,1,0
"Today was quite a hectic day at DLSU. I woke up feeling anxious, mainly due to my fear of confrontation. As I walked to class, I accidentally bumped into someone, spilling their coffee. My heart raced as I braced myself for an angry outburst, but to my surprise, they smiled and reassured me it was fine. Relieved, I proceeded with my day, trying my best to avoid any other potential confrontations. It was a constant battle, but I managed to navigate through the day with caution and a sense of relief.",0,0,0,0,0,0,0,0,0,0,0,1,0
"Today started off like any other day. I woke up feeling excited yet anxious about the upcoming group presentation in class. As an introverted undergraduate student at DLSU, my fear of confrontation always gets the best of me. The thought of speaking in front of a large audience makes my palms sweat and my heart race. Despite my fear, I pushed through and delivered my part with shaky confidence. It was a small victory for me, conquering my fear, even if just for a moment.",0,0,0,0,0,0,0,0,0,0,0,1,0
"Today was a typical day at DLSU, filled with classes, assignments, and the usual hustle and bustle. However, amidst the chaos, I couldn't help but feel a nagging fear of confrontation. Whether it was speaking up in a group discussion or addressing a concern with a professor, the thought of potential conflict made my heart race. But I reminded myself that growth often lies outside of our comfort zones, so I mustered up the courage to face these challenges head-on. Slowly but surely, I learned that confronting my fears only made me stronger and more resilient.",0,0,0,0,0,0,0,0,0,0,0,1,0
"Today was a typical day at DLSU, filled with the usual hustle and bustle. However, the fear of confrontation loomed over me like a dark cloud. As I walked through the crowded hallways, I couldn't help but avoid eye contact with people I needed to talk to. The thought of initiating a difficult conversation made my heart race. Instead, I chose to bury myself in my books, hoping that the issue would magically resolve itself. Little did I know that avoiding confrontation only prolonged my worries, leaving me mentally exhausted at the end of the day.",0,0,0,0,0,0,0,0,0,0,0,1,0
"Today was a typical day at DLSU, filled with classes, assignments, and the usual hustle and bustle. However, one daily hassle that always plagues me is the fear of confrontation. Whether it's asking a question in class or expressing my opinion during group discussions, the thought of potential judgment and disagreement makes my heart race. But today, I decided to challenge myself and spoke up during a debate. Surprisingly, my classmates listened attentively, and I realized that confronting my fears can be empowering.",0,0,0,0,0,0,0,0,0,0,0,1,0
"Today started off like any other day. I woke up early, got ready for class, and headed to campus. However, throughout the day, I couldn't shake off this underlying fear of confrontation. Every time I had to speak up in class or express my opinion, I felt a knot in my stomach. It made me hesitant and unsure of myself. It's a daily hassle that I constantly battle with, but I'm determined to overcome this fear and grow as a confident individual.",0,0,0,0,0,0,0,0,0,0,0,1,0
"Today was a typical day for me at DLSU, but it started off with a dose of anxiety. As I stepped into the crowded elevator, I couldn't help but feel a wave of fear of confrontation wash over me. The elevator was packed, and I had to squeeze in uncomfortably close to strangers. The thought of accidentally bumping into someone or stepping on their toes made my heart race. Thankfully, the elevator ride was short-lived, and I made it out unscathed. But the fear of confrontation lingered, a reminder of the daily hassles I often face as an introverted student.",0,0,0,0,0,0,0,0,0,0,0,1,0
"Today was a typical day at DLSU, filled with classes and deadlines. However, a daily hassle that always lingers in my mind is the fear of confrontation. As I walked through the crowded hallways, I found myself avoiding eye contact and staying silent, afraid to voice my opinions or confront others. This fear often holds me back from expressing myself fully, creating a constant internal struggle. But despite this hurdle, I strive to overcome it and grow as an individual, knowing that it is through confrontation that we can learn and evolve.",0,0,0,0,0,0,0,0,0,0,0,1,0
"Today started off like any other day, rushing to get to class on time. As I entered the classroom, I noticed my assigned seat was occupied by someone else. The fear of confrontation overwhelmed me, but I mustered up the courage to politely ask them to move. Thankfully, they understood and moved without any conflict. Despite the initial discomfort, I realized that facing my fears head-on can lead to positive outcomes.",0,0,0,0,0,0,0,0,0,0,0,1,0
"Today was a typical day at DLSU, filled with the usual hustle and bustle. However, I couldn't escape the nagging fear of confrontation that loomed over me. As I walked through the crowded hallways, I couldn't help but avoid eye contact with classmates I had disagreements with. The fear of potential conflicts paralyzed me, making it difficult to express my true thoughts and feelings. It's a constant struggle, but I hope to overcome this fear and find the courage to address these issues one day.",0,0,0,0,0,0,0,0,0,0,0,1,0
"Today was a typical day at DLSU, filled with lectures and group discussions. As I hurried through the crowded hallways, I couldn't help but notice a classmate who consistently disrupted our group's progress. However, my fear of confrontation prevented me from addressing the issue directly. Instead, I resorted to passive communication, hoping someone else would step up. Unfortunately, this daily hassle persisted, leaving me frustrated and realizing the importance of overcoming my fear to resolve conflicts more effectively.",0,0,0,0,0,0,0,0,0,0,0,1,0
"Today started like any other day, but as I walked into my morning class, I couldn't help but feel a sense of fear of confrontation. It's always nerve-wracking to speak up in front of my classmates, fearing judgment and criticism. As the day progressed, this fear lingered, making it difficult to express my opinions during group discussions. It's a constant struggle, but I remind myself that growth comes from facing these fears head-on, and that's what I strive to do every day.",0,0,0,0,0,0,0,0,0,0,0,1,0
"Today started off like any other day. I woke up early, got ready, and headed to campus. As I walked through the crowded hallways, I couldn't help but feel a sense of unease. The fear of confrontation loomed over me, making me hesitant to express my opinions or stand up for myself. It's a constant struggle, trying to blend in and avoid any conflicts. But I know that in order to grow, I need to overcome this fear and find my voice in this bustling environment.",0,0,0,0,0,0,0,0,0,0,0,1,0
"Today was a typical day at DLSU, filled with classes, group projects, and the usual hustle and bustle. However, one thing that constantly bothers me is my fear of confrontation. Whether it's asking a question in class or expressing my opinion during discussions, I always find myself holding back. It's frustrating to let my fear control me, but I'm determined to work on it. Maybe tomorrow will be the day I finally conquer this daily hassle and find my voice.",0,0,0,0,0,0,0,0,0,0,0,1,0
"Today was another typical day at DLSU, filled with classes, group projects, and the usual hustle and bustle. However, amidst the academic chaos, I couldn't shake off my fear of confrontation. It gnawed at me, making it difficult to voice my opinions or stand up for myself. Whether it was a disagreement with a classmate or a miscommunication with a professor, the fear held me back from expressing my true thoughts. Despite this constant internal struggle, I persevered, hoping that someday I would find the courage to overcome this daily hassle and speak my mind with confidence.",0,0,0,0,0,0,0,0,0,0,0,1,0
"So, today was a typical day in the life of an undergraduate student at DLSU. I woke up with the intention of being productive, but as usual, I ended up wasting time scrolling through social media. Rushing to class, I realized I forgot my laptop charger, which meant I had to find a spot near an outlet during lectures. Later, I got stuck in traffic on my way home, wasting precious hours that could have been spent studying. Despite the daily hassles, I managed to get through the day, hoping to make better use of my time tomorrow.",0,0,0,0,0,0,0,0,0,0,0,0,1
"Today was a typical day at DLSU, filled with the usual daily hassles. Wasting time seemed to be a recurring theme. The long queue at the printing station ate up precious minutes, while the slow Wi-Fi connection hindered research progress. Moreover, finding an empty seat in the library proved to be a challenge as students hogged tables with their belongings. Despite these setbacks, I managed to navigate through the day, making mental notes to better manage my time in the future.",0,0,0,0,0,0,0,0,0,0,0,0,1
"Today was a typical day at DLSU, filled with the usual daily hassles. Wasting time was one of them. I found myself procrastinating, constantly getting distracted by social media notifications and funny videos. As a result, I fell behind on my assignments and struggled to catch up later. It was a frustrating reminder that time waits for no one. Despite this setback, I vowed to be more disciplined and manage my time effectively in the future.",0,0,0,0,0,0,0,0,0,0,0,0,1
"Today was a typical day at DLSU, filled with the usual hustle and bustle. Unfortunately, wasting time became one of my daily hassles. I found myself scrolling mindlessly through social media during breaks, losing track of time. As a result, I had to rush through my assignments and readings. It was a frustrating reminder of how easily distractions can derail my productivity. I vowed to be more disciplined tomorrow, determined to make the most out of my time at university.",0,0,0,0,0,0,0,0,0,0,0,0,1
"Today was just one of those days where time seemed to slip away from me. I woke up with the intention of being productive, but somehow found myself scrolling mindlessly through social media for hours. I wasted so much time that I ended up rushing to finish my assignments and barely made it to my class on time. It's frustrating knowing that I could have utilized those hours more efficiently. Lesson learned, time management is key!",0,0,0,0,0,0,0,0,0,0,0,0,1
"Today was such a hassle-filled day! I woke up late and ended up wasting time trying to rush through my morning routine. Then, during my commute to DLSU, I got stuck in heavy traffic, wasting even more precious minutes. Once I finally made it to class, I realized I forgot to print my assignment, resulting in another time-consuming setback. It feels like wasting time is constantly working against me, making my days more stressful. I really need to find better ways to manage my time and avoid these daily hassles.",0,0,0,0,0,0,0,0,0,0,0,0,1
"Today was a typical day at DLSU, filled with the usual daily hassles. Wasting time seemed to be my biggest struggle as I found myself constantly caught up in distractions. From mindlessly scrolling through social media to engaging in endless conversations, precious hours slipped away. As deadlines approached, I couldn't help but feel the weight of regret. It was a stark reminder to prioritize my tasks and manage my time more efficiently in order to avoid this unnecessary stress in the future.",0,0,0,0,0,0,0,0,0,0,0,0,1
"Today was a typical day filled with the usual undergraduate hassles. Wasting time seemed to be my biggest struggle. I found myself mindlessly scrolling through social media, procrastinating on assignments and losing track of time. The hours slipped away, and before I knew it, the day was coming to an end. I promised myself that tomorrow would be different, that I would be more disciplined and manage my time more effectively. But for now, I couldn't help but feel frustrated with how much time I had wasted.",0,0,0,0,0,0,0,0,0,0,0,0,1
"Today was such a drag! I woke up late and ended up rushing through my morning routine. As if that wasn't enough, I got stuck in traffic on my way to school. I arrived just in time for my first class, but my professor was 10 minutes late. I found myself wasting time scrolling through social media during the wait. It felt like the day was slipping away from me, and I couldn't catch a break. Hopefully, tomorrow will be more productive.",0,0,0,0,0,0,0,0,0,0,0,0,1
"So, like, today was a total bummer. I woke up late because my alarm didn't go off, and then I couldn't find my keys anywhere. It took me forever to locate them, and by the time I got to class, the professor had already started. Ugh, talk about wasting time! And to top it off, I forgot to bring my lunch, so I had to wait in line forever at the cafeteria. Seriously, can't catch a break! I hope tomorrow goes smoother, or I might lose it.",0,0,0,0,0,0,0,0,0,0,0,0,1
"So, today started off pretty well. I managed to wake up on time and get ready for my classes. However, as the day progressed, I found myself wasting time aimlessly scrolling through social media. It's such a hassle to stay focused and productive when there are so many distractions around. I really need to work on managing my time better and resisting the urge to procrastinate. Hopefully, tomorrow will be a more productive day.",0,0,0,0,0,0,0,0,0,0,0,0,1
"Today was such a drag. I woke up late and ended up wasting so much time trying to rush through my morning routine. I couldn't find my keys, and then the traffic was unbearable. I barely made it to my morning class on time. Throughout the day, I struggled to stay focused, constantly getting distracted by social media and my friends. Time just seemed to slip away, and now I'm stuck trying to cram for my upcoming exams. Ugh, what a waste of a day.",0,0,0,0,0,0,0,0,0,0,0,0,1
